0.00011208,25.415,24.927,25.415,24.927,25.415,24.927
0.34806,25.415,24.927,24.927,24.927,25.415,24.927
1.1899,25.415,25.415,25.415,24.927,25.415,24.927
2.0748,25.415,25.415,24.927,24.927,25.904,24.927
2.8375,25.415,24.927,24.927,24.927,25.415,24.927
3.5721,25.415,25.415,25.415,25.415,25.904,24.927
4.3795,25.415,25.415,24.927,24.927,26.393,24.927
5.143,25.415,25.415,24.927,24.927,25.904,24.927
5.888,25.415,25.415,25.415,25.415,26.393,24.927
6.6547,25.415,25.415,25.415,24.927,26.393,24.927
7.4283,25.415,24.927,25.415,24.927,26.393,25.415
8.2105,25.415,25.415,25.415,25.415,26.393,24.927
8.9639,25.415,24.927,24.927,24.927,26.393,24.927
9.7279,25.415,24.927,25.415,24.927,26.882,24.927
10.487,25.415,24.927,24.927,25.415,26.882,25.415
11.288,25.415,25.415,25.415,24.927,26.882,25.415
12.047,25.415,25.415,25.415,24.927,27.37,24.438
12.796,25.415,25.415,25.415,24.927,26.882,24.927
13.596,25.415,24.927,25.415,25.415,26.882,24.927
14.332,24.927,24.927,25.415,25.415,26.882,24.927
15.09,25.415,25.415,24.927,24.927,26.882,24.927
15.873,25.415,24.927,25.415,25.415,27.37,24.927
16.628,25.415,24.927,24.927,25.415,27.37,24.927
17.385,25.415,25.415,24.927,24.927,27.859,25.415
18.175,25.415,25.415,25.415,25.415,27.859,24.927
18.92,25.415,25.415,24.927,24.927,27.859,24.927
19.662,25.415,24.927,25.415,24.927,27.859,24.438
20.418,25.415,25.415,25.415,25.415,27.859,24.927
21.162,25.415,25.415,25.415,25.415,27.859,24.438
21.937,25.415,24.927,24.927,25.415,28.348,24.927
22.706,25.415,25.415,25.415,25.415,28.348,24.927
23.46,25.415,25.415,25.415,25.415,28.348,24.927
24.208,25.415,24.927,25.415,24.927,28.348,24.927
24.953,25.415,25.415,24.927,25.415,28.837,24.927
25.699,25.415,24.927,25.415,24.927,28.348,24.927
26.445,25.415,25.415,25.415,25.415,28.348,25.415
27.193,25.415,24.927,24.927,25.415,28.837,24.927
27.941,25.415,24.927,24.927,24.927,28.837,24.927
28.702,25.415,25.415,24.927,25.415,28.837,24.927
29.439,24.927,24.927,25.415,25.415,28.837,24.927
30.188,25.415,24.927,25.415,25.415,29.326,24.927
30.935,25.415,25.415,24.927,25.415,29.326,24.927
31.684,24.927,25.415,24.927,25.415,29.326,24.927
32.433,25.415,25.415,24.927,25.415,29.326,24.927
33.192,25.415,25.415,24.927,25.415,28.837,24.927
33.941,25.415,25.415,24.927,25.415,29.326,24.927
34.693,25.415,25.415,24.927,25.415,29.326,25.415
35.448,25.415,25.415,24.927,25.904,29.326,24.927
36.191,25.415,25.415,24.927,25.415,29.326,24.927
36.94,25.415,25.415,24.927,25.415,29.326,24.927
37.691,25.415,25.415,25.415,25.415,29.814,24.927
38.461,25.415,25.415,24.927,25.415,29.814,24.927
39.212,25.415,24.927,24.927,25.904,29.814,25.415
39.966,25.415,25.415,25.415,25.415,29.814,24.927
40.767,25.415,25.415,25.415,25.415,29.814,24.927
41.519,25.415,25.415,25.415,25.904,30.303,25.415
42.261,25.415,24.927,24.927,25.904,30.303,24.927
43.006,25.415,25.415,24.927,25.415,30.303,24.927
43.743,25.415,25.415,25.415,25.904,30.303,24.927
44.499,25.415,25.415,24.927,25.904,30.303,24.927
45.245,24.927,25.415,25.415,25.904,30.303,24.927
45.992,25.415,25.415,25.415,25.904,30.792,24.927
46.749,25.415,24.927,25.415,25.904,30.303,24.927
47.499,25.415,24.927,24.927,25.904,30.792,24.927
48.268,24.927,25.415,24.927,25.904,30.792,24.927
49.014,24.927,25.415,25.415,25.904,30.792,24.927
49.771,25.415,24.927,24.927,25.415,30.303,24.927
50.51,25.415,25.415,25.415,25.904,30.792,24.927
51.263,25.415,25.415,24.927,25.904,30.792,24.927
51.999,24.927,24.927,25.415,25.904,30.792,24.927
52.736,24.927,24.927,25.415,26.393,30.792,24.927
53.482,25.415,25.415,24.927,25.904,30.792,24.927
54.221,25.415,24.927,24.927,25.904,31.281,24.927
54.982,25.415,24.927,24.927,25.904,31.281,24.927
55.725,25.415,25.415,24.927,25.904,31.281,24.438
56.468,25.415,25.415,24.927,25.904,31.281,24.927
57.222,25.415,24.927,25.415,25.904,31.281,24.927
57.962,25.415,24.927,25.415,26.393,31.281,25.415
58.725,25.415,24.927,25.415,26.393,31.281,24.927
59.48,25.415,24.927,25.415,25.904,31.769,24.927
60.266,25.415,25.415,24.927,25.904,31.281,24.927
61.013,25.415,24.927,24.927,25.904,31.769,24.927
61.771,25.415,25.415,24.927,26.393,31.769,24.927
62.52,25.415,24.927,24.927,26.393,31.769,24.927
63.259,25.415,25.415,25.415,26.882,32.258,24.927
64.002,25.415,25.415,24.927,26.393,31.769,24.927
64.75,25.415,25.415,25.415,26.393,31.769,24.927
65.495,25.415,25.415,24.927,26.393,31.769,24.927
66.246,25.415,24.927,25.415,26.393,31.769,24.927
66.999,25.415,24.927,25.415,26.393,31.769,24.927
67.756,25.415,24.927,25.415,26.393,31.769,24.927
68.509,24.927,25.415,25.415,26.393,32.258,24.927
69.251,25.415,25.415,24.927,26.393,32.258,24.438
70.002,25.415,25.415,25.415,26.393,32.258,24.927
70.749,25.415,25.415,24.927,26.393,32.258,24.927
71.493,25.415,24.927,25.415,26.393,32.258,24.927
72.246,25.415,25.415,24.927,26.882,32.747,24.927
73.004,25.415,25.415,25.415,26.393,32.258,24.927
73.754,25.415,24.927,25.415,26.882,32.747,24.927
74.507,25.415,24.927,25.415,26.393,32.258,24.927
75.255,24.927,24.927,25.415,26.393,32.747,24.927
76.007,25.415,24.927,25.415,26.882,32.747,24.438
76.768,25.415,25.415,25.415,26.882,32.258,24.927
77.527,25.415,24.927,25.415,26.882,32.747,24.927
78.281,25.415,24.927,25.415,26.882,32.747,24.927
79.03,25.415,24.927,25.415,26.882,32.747,24.927
79.791,25.415,25.415,25.415,26.393,33.236,24.927
80.533,25.415,24.927,25.415,26.882,33.236,24.927
81.284,25.415,25.415,24.927,27.37,32.747,24.927
82.048,25.415,25.415,25.415,26.882,32.747,24.927
82.791,25.415,25.415,25.415,26.882,32.747,24.927
83.536,24.927,24.927,25.415,26.882,32.747,24.927
84.284,25.415,25.415,25.415,26.882,32.747,24.927
85.036,25.415,24.927,25.415,27.37,33.236,24.927
85.787,25.415,25.415,25.415,27.37,33.236,24.927
86.53,25.415,24.927,24.927,26.882,33.236,24.927
87.278,24.927,24.927,25.415,27.37,33.236,24.927
88.032,25.415,25.415,24.927,27.37,33.236,24.927
